"state","date","cases"
"PA",2021-08-04,8251
"PA",2021-08-11,11752
"PA",2021-08-18,14959
"PA",2021-08-25,20063
"PA",2021-09-01,23712
"PA",2021-09-08,25411
"PA",2021-09-15,30622
"PA",2021-09-22,33880
"PA",2021-09-29,33536
"PA",2021-10-06,34007
"PA",2021-10-13,33493
"PA",2021-10-20,30628
"PA",2021-10-27,27670
"PA",2021-11-03,26985
"PA",2021-11-10,31608
"PA",2021-11-17,37486
"PA",2021-11-24,44462
"PA",2021-12-01,40054
"PA",2021-12-08,54636
"PA",2021-12-15,57865
"PA",2021-12-22,56453
"PA",2021-12-29,80353
"PA",2022-01-05,154786
"PA",2022-01-12,201172
"PA",2022-01-19,156708
"PA",2022-01-26,99143
"PA",2022-02-02,68884
"PA",2022-02-09,34456
"PA",2022-02-16,22556
"PA",2022-02-23,16562
"PA",2022-03-02,9935
"PA",2022-03-09,6906
"PA",2022-03-16,5466
"PA",2022-03-23,4241
"PA",2022-03-30,4326
"PA",2022-04-06,4857
"PA",2022-04-13,6984
"PA",2022-04-20,9445
"PA",2022-04-27,11301
"PA",2022-05-04,15004
"PA",2022-05-11,22026
"PA",2022-05-18,27763
"PA",2022-05-25,30637
"PA",2022-06-01,24341
"PA",2022-06-08,22212
"PA",2022-06-15,17476
"PA",2022-06-22,15188
"PA",2022-06-29,13912
"PA",2022-07-06,17014
"PA",2022-07-13,19771
"PA",2022-07-20,20086
"PA",2022-07-27,25033
"PA",2022-08-03,21968
"PA",2022-08-10,20658
"PA",2022-08-17,21502
"PA",2022-08-24,20222
"PA",2022-08-31,18280
"PA",2022-09-07,16960
"PA",2022-09-14,18934
"PA",2022-09-21,17291
"PA",2022-09-28,15247
"PA",2022-10-05,12779
"PA",2022-10-12,13382
"PA",2022-10-19,12134
"PA",2022-10-26,12295
"PA",2022-11-02,13070
"PA",2022-11-09,12220
"PA",2022-11-16,9787
"PA",2022-11-23,10052
"PA",2022-11-30,10730
"PA",2022-12-07,13936
"PA",2022-12-14,13838
"PA",2022-12-21,14606
"PA",2022-12-28,12965
"PA",2023-01-04,15719
"PA",2023-01-11,15230
"PA",2023-01-18,11045
"PA",2023-01-25,10940
"PA",2023-02-01,10269
"PA",2023-02-08,11154
"PA",2023-02-15,11213
"PA",2023-02-22,10425
"PA",2023-03-01,8676
"PA",2023-03-08,7041
"PA",2023-03-15,6083
"PA",2023-03-22,5198
"PA",2023-03-29,4788
"PA",2023-04-05,4044
"PA",2023-04-12,3473
"PA",2023-04-19,2688
"PA",2023-04-26,1900
"PA",2023-05-03,1326
"PA",2023-05-10,1977
"RI",2020-01-22,0
"RI",2020-01-29,0
"RI",2020-02-05,0
"RI",2020-02-12,0
"RI",2020-02-19,0
"RI",2020-02-26,0
"RI",2020-03-04,2
"RI",2020-03-11,11
"RI",2020-03-18,33
"RI",2020-03-25,130
"RI",2020-04-01,472
"RI",2020-04-08,1187
"RI",2020-04-15,1988
"RI",2020-04-22,2367
"RI",2020-04-29,2259
"RI",2020-05-06,1840
"RI",2020-05-13,1512
"RI",2020-05-20,1314
"RI",2020-05-27,860
"RI",2020-06-03,741
"RI",2020-06-10,505
"RI",2020-06-17,406
"RI",2020-06-24,363
"RI",2020-07-01,298
"RI",2020-07-08,291
"RI",2020-07-15,377
"RI",2020-07-22,542
"RI",2020-07-29,734
"RI",2020-08-05,648
"RI",2020-08-12,611
"RI",2020-08-19,587
"RI",2020-08-26,728
"RI",2020-09-02,479
"RI",2020-09-09,441
"RI",2020-09-16,669
"RI",2020-09-23,710
"RI",2020-09-30,864
"RI",2020-10-07,1066
"RI",2020-10-14,1338
"RI",2020-10-21,2051
"RI",2020-10-28,2651
"RI",2020-11-04,3274
"RI",2020-11-11,4919
"RI",2020-11-18,6047
"RI",2020-11-25,6386
"RI",2020-12-02,7122
"RI",2020-12-09,8898
"RI",2020-12-16,6972
"RI",2020-12-23,5360
"RI",2020-12-30,6137
"RI",2021-01-06,6714
"RI",2021-01-13,6517
"RI",2021-01-20,5091
"RI",2021-01-27,4568
"RI",2021-02-03,3283
"RI",2021-02-10,2782
"RI",2021-02-17,2237
"RI",2021-02-24,2213
"RI",2021-03-03,2388
"RI",2021-03-10,2199
"RI",2021-03-17,2132
"RI",2021-03-24,2471
"RI",2021-03-31,2884
"RI",2021-04-07,2617
"RI",2021-04-14,2828
"RI",2021-04-21,2206
"RI",2021-04-28,1712
"RI",2021-05-05,1336
"RI",2021-05-12,968
"RI",2021-05-19,691
"RI",2021-05-26,461
"RI",2021-06-02,198
"RI",2021-06-09,205
"RI",2021-06-16,144
"RI",2021-06-23,122
"RI",2021-06-30,106
"RI",2021-07-07,141
"RI",2021-07-14,214
"RI",2021-07-21,415
"RI",2021-07-28,752
"RI",2021-08-04,1297
"RI",2021-08-11,1584
"RI",2021-08-18,1974
"RI",2021-08-25,1866
"RI",2021-09-01,2134
"RI",2021-09-08,2043
"RI",2021-09-15,2438
"RI",2021-09-22,2247
"RI",2021-09-29,2055
"RI",2021-10-06,1827
"RI",2021-10-13,1820
"RI",2021-10-20,1633
"RI",2021-10-27,1348
"RI",2021-11-03,1600
"RI",2021-11-10,2059
"RI",2021-11-17,2824
"RI",2021-11-24,3534
"RI",2021-12-01,4445
"RI",2021-12-08,6089
"RI",2021-12-15,7263
"RI",2021-12-22,7992
"RI",2021-12-29,13943
"RI",2022-01-05,29255
"RI",2022-01-12,34256
"RI",2022-01-19,25722
"RI",2022-01-26,13761
"RI",2022-02-02,6777
"RI",2022-02-09,3795
"RI",2022-02-16,2252
"RI",2022-02-23,1455
"RI",2022-03-02,1253
"RI",2022-03-09,1049
"RI",2022-03-16,1231
"RI",2022-03-23,1194
"RI",2022-03-30,1249
"RI",2022-04-06,1721
"RI",2022-04-13,2366
"RI",2022-04-20,2282
"RI",2022-04-27,3020
"RI",2022-05-04,3991
"RI",2022-05-11,5092
"RI",2022-05-18,5643
"RI",2022-05-25,4186
"RI",2022-06-01,3221
"RI",2022-06-08,2659
"RI",2022-06-15,2048
"RI",2022-06-22,1737
"RI",2022-06-29,1819
"RI",2022-07-06,1528
"RI",2022-07-13,1968
"RI",2022-07-20,1804
"RI",2022-07-27,1892
"RI",2022-08-03,2011
"RI",2022-08-10,1769
"RI",2022-08-17,1681
"RI",2022-08-24,1639
"RI",2022-08-31,1581
"RI",2022-09-07,1370
"RI",2022-09-14,1785
"RI",2022-09-21,1813
"RI",2022-09-28,1800
"RI",2022-10-05,1567
"RI",2022-10-12,1581
"RI",2022-10-19,1543
"RI",2022-10-26,1298
"RI",2022-11-02,1197
"RI",2022-11-09,1226
"RI",2022-11-16,1045
"RI",2022-11-23,1135
"RI",2022-11-30,1455
"RI",2022-12-07,1799
"RI",2022-12-14,1754
"RI",2022-12-21,2104
"RI",2022-12-28,2030
"RI",2023-01-04,2377
"RI",2023-01-11,2092
"RI",2023-01-18,1648
"RI",2023-01-25,1496
"RI",2023-02-01,1307
"RI",2023-02-08,1025
"RI",2023-02-15,889
"RI",2023-02-22,717
"RI",2023-03-01,614
"RI",2023-03-08,519
"RI",2023-03-15,428
"RI",2023-03-22,420
"RI",2023-03-29,348
"RI",2023-04-05,328
"RI",2023-04-12,278
"RI",2023-04-19,225
"RI",2023-04-26,184
"RI",2023-05-03,177
"RI",2023-05-10,185
"SC",2020-01-22,0
"SC",2020-01-29,0
"SC",2020-02-05,0
"SC",2020-02-12,0
"SC",2020-02-19,0
"SC",2020-02-26,0
"SC",2020-03-04,0
"SC",2020-03-11,10
"SC",2020-03-18,50
"SC",2020-03-25,366
"SC",2020-04-01,867
"SC",2020-04-08,1126
"SC",2020-04-15,1239
"SC",2020-04-22,1103
"SC",2020-04-29,1122
"SC",2020-05-06,1056
"SC",2020-05-13,1099
"SC",2020-05-20,1139
"SC",2020-05-27,1447
"SC",2020-06-03,1846
"SC",2020-06-10,3298
"SC",2020-06-17,4788
"SC",2020-06-24,7342
"SC",2020-07-01,10021
"SC",2020-07-08,10990
"SC",2020-07-15,13336
"SC",2020-07-22,12797
"SC",2020-07-29,10805
"SC",2020-08-05,9625
"SC",2020-08-12,7507
"SC",2020-08-19,5434
"SC",2020-08-26,5681
"SC",2020-09-02,6413
"SC",2020-09-09,5706
"SC",2020-09-16,7909
"SC",2020-09-23,7566
"SC",2020-09-30,6269
"SC",2020-10-07,5749
"SC",2020-10-14,6102
"SC",2020-10-21,6552
"SC",2020-10-28,7121
"SC",2020-11-04,7388
"SC",2020-11-11,8127
"SC",2020-11-18,10450
"SC",2020-11-25,11459
"SC",2020-12-02,9930
"SC",2020-12-09,18609
"SC",2020-12-16,20676
"SC",2020-12-23,22110
"SC",2020-12-30,21245
"SC",2021-01-06,29760
"SC",2021-01-13,32143
"SC",2021-01-20,34465
"SC",2021-01-27,27388
"SC",2021-02-03,23563
"SC",2021-02-10,22346
"SC",2021-02-17,19229
"SC",2021-02-24,16675
"SC",2021-03-03,10952
"SC",2021-03-10,8477
"SC",2021-03-17,7627
"SC",2021-03-24,7832
"SC",2021-03-31,7699
"SC",2021-04-07,7000
"SC",2021-04-14,6302
"SC",2021-04-21,6436
"SC",2021-04-28,5271
"SC",2021-05-05,5199
"SC",2021-05-12,3761
"SC",2021-05-19,3871
"SC",2021-05-26,2363
"SC",2021-06-02,1550
"SC",2021-06-09,1060
"SC",2021-06-16,773
"SC",2021-06-23,626
"SC",2021-06-30,970
"SC",2021-07-07,1414
"SC",2021-07-14,2379
"SC",2021-07-21,4047
"SC",2021-07-28,8380
"SC",2021-08-04,15170
"SC",2021-08-11,20305
"SC",2021-08-18,24664
"SC",2021-08-25,29722
"SC",2021-09-01,37740
"SC",2021-09-08,35708
"SC",2021-09-15,33438
"SC",2021-09-22,25100
"SC",2021-09-29,19995
"SC",2021-10-06,14963
"SC",2021-10-13,11146
"SC",2021-10-20,8116
"SC",2021-10-27,5824
"SC",2021-11-03,5544
"SC",2021-11-10,4711
"SC",2021-11-17,4727
"SC",2021-11-24,5060
"SC",2021-12-01,4220
"SC",2021-12-08,7269
"SC",2021-12-15,7299
"SC",2021-12-22,8606
"SC",2021-12-29,17835
"SC",2022-01-05,58240
"SC",2022-01-12,96346
"SC",2022-01-19,121951
"SC",2022-01-26,91718
"SC",2022-02-02,66201
"SC",2022-02-09,33218
"SC",2022-02-16,17514
"SC",2022-02-23,11615
"SC",2022-03-02,4793
"SC",2022-03-09,2422
"SC",2022-03-16,1523
"SC",2022-03-23,1376
"SC",2022-03-30,1022
"SC",2022-04-06,1565
"SC",2022-04-13,898
"SC",2022-04-20,1496
"SC",2022-04-27,2181
"SC",2022-05-04,3186
"SC",2022-05-11,4515
"SC",2022-05-18,5753
"SC",2022-05-25,8034
"SC",2022-06-01,9205
"SC",2022-06-08,9456
"SC",2022-06-15,10348
"SC",2022-06-22,10621
"SC",2022-06-29,11014
"SC",2022-07-06,13733
"SC",2022-07-13,13446
"SC",2022-07-20,13918
"SC",2022-07-27,17662
"SC",2022-08-03,15956
"SC",2022-08-10,15987
"SC",2022-08-17,13640
"SC",2022-08-24,10272
"SC",2022-08-31,13261
"SC",2022-09-07,13359
"SC",2022-09-14,9106
"SC",2022-09-21,6693
"SC",2022-09-28,4635
"SC",2022-10-05,4207
"SC",2022-10-12,3153
"SC",2022-10-19,3166
"SC",2022-10-26,3093
"SC",2022-11-02,3467
"SC",2022-11-09,4173
"SC",2022-11-16,2954
"SC",2022-11-23,3064
"SC",2022-11-30,3028
"SC",2022-12-07,6789
"SC",2022-12-14,6478
"SC",2022-12-21,8558
"SC",2022-12-28,9855
"SC",2023-01-04,10590
"SC",2023-01-11,11284
"SC",2023-01-18,8033
"SC",2023-01-25,7053
"SC",2023-02-01,5939
"SC",2023-02-08,5588
"SC",2023-02-15,4867
"SC",2023-02-22,4207
"SC",2023-03-01,6111
"SC",2023-03-08,2837
"SC",2023-03-15,1897
"SC",2023-03-22,1993
"SC",2023-03-29,2061
"SC",2023-04-05,1795
"SC",2023-04-12,1816
"SC",2023-04-19,1890
"SC",2023-04-26,1370
"SC",2023-05-03,1272
"SC",2023-05-10,1357
"SD",2020-01-22,0
"SD",2020-01-29,0
"SD",2020-02-05,0
"SD",2020-02-12,0
"SD",2020-02-19,0
"SD",2020-02-26,0
"SD",2020-03-04,0
"SD",2020-03-11,7
"SD",2020-03-18,4
"SD",2020-03-25,30
"SD",2020-04-01,88
"SD",2020-04-08,264
"SD",2020-04-15,775
"SD",2020-04-22,690
"SD",2020-04-29,516
"SD",2020-05-06,404
"SD",2020-05-13,954
"SD",2020-05-20,445
"SD",2020-05-27,529
"SD",2020-06-03,454
"SD",2020-06-10,438
"SD",2020-06-17,445
"SD",2020-06-24,376
"SD",2020-07-01,407
"SD",2020-07-08,416
"SD",2020-07-15,409
"SD",2020-07-22,426
"SD",2020-07-29,557
"SD",2020-08-05,517
"SD",2020-08-12,665
"SD",2020-08-19,750
"SD",2020-08-26,1005
"SD",2020-09-02,2433
"SD",2020-09-09,1570
"SD",2020-09-16,1720
"SD",2020-09-23,2339
"SD",2020-09-30,2756
"SD",2020-10-07,3517
"SD",2020-10-14,4309
"SD",2020-10-21,4829
"SD",2020-10-28,6956
"SD",2020-11-04,7789
"SD",2020-11-11,8907
"SD",2020-11-18,9975
"SD",2020-11-25,7471
"SD",2020-12-02,6061
"SD",2020-12-09,5820
"SD",2020-12-16,4581
"SD",2020-12-23,3435
"SD",2020-12-30,2682
"SD",2021-01-06,2957
"SD",2021-01-13,2497
"SD",2021-01-20,1864
"SD",2021-01-27,1572
"SD",2021-02-03,1027
"SD",2021-02-10,940
"SD",2021-02-17,1105
"SD",2021-02-24,1124
"SD",2021-03-03,1023
"SD",2021-03-10,1122
"SD",2021-03-17,1007
"SD",2021-03-24,1393
"SD",2021-03-31,1404
"SD",2021-04-07,1220
"SD",2021-04-14,1403
"SD",2021-04-21,1138
"SD",2021-04-28,880
"SD",2021-05-05,671
"SD",2021-05-12,446
"SD",2021-05-19,308
"SD",2021-05-26,241
"SD",2021-06-02,150
"SD",2021-06-09,86
"SD",2021-06-16,73
"SD",2021-06-23,94
"SD",2021-06-30,80
"SD",2021-07-07,104
"SD",2021-07-14,112
"SD",2021-07-21,197
"SD",2021-07-28,265
"SD",2021-08-04,375
"SD",2021-08-11,858
"SD",2021-08-18,1239
"SD",2021-08-25,2169
"SD",2021-09-01,2972
"SD",2021-09-08,2700
"SD",2021-09-15,3323
"SD",2021-09-22,2884
"SD",2021-09-29,2804
"SD",2021-10-06,2448
"SD",2021-10-13,2341
"SD",2021-10-20,2217
"SD",2021-10-27,2221
"SD",2021-11-03,2348
"SD",2021-11-10,2699
"SD",2021-11-17,2650
"SD",2021-11-24,2819
"SD",2021-12-01,2849
"SD",2021-12-08,3260
"SD",2021-12-15,2362
"SD",2021-12-22,2484
"SD",2021-12-29,3148
"SD",2022-01-05,6890
"SD",2022-01-12,12628
"SD",2022-01-19,13973
"SD",2022-01-26,10996
"SD",2022-02-02,6011
"SD",2022-02-09,3048
"SD",2022-02-16,1750
"SD",2022-02-23,1827
"SD",2022-03-02,600
"SD",2022-03-09,376
"SD",2022-03-16,252
"SD",2022-03-23,205
"SD",2022-03-30,154
"SD",2022-04-06,137
"SD",2022-04-13,127
"SD",2022-04-20,167
"SD",2022-04-27,277
"SD",2022-05-04,370
"SD",2022-05-11,453
"SD",2022-05-18,474
"SD",2022-05-25,594
"SD",2022-06-01,650
"SD",2022-06-08,970
"SD",2022-06-15,974
"SD",2022-06-22,972
"SD",2022-06-29,1254
"SD",2022-07-06,1182
"SD",2022-07-13,1569
"SD",2022-07-20,1514
"SD",2022-07-27,1498
"SD",2022-08-03,1573
"SD",2022-08-10,1373
"SD",2022-08-17,1438
"SD",2022-08-24,1585
"SD",2022-08-31,1292
"SD",2022-09-07,963
"SD",2022-09-14,1173
"SD",2022-09-21,956
"SD",2022-09-28,732
"SD",2022-10-05,841
"SD",2022-10-12,625
"SD",2022-10-19,631
"SD",2022-10-26,719
"SD",2022-11-02,832
"SD",2022-11-09,871
"SD",2022-11-16,952
"SD",2022-11-23,847
"SD",2022-11-30,1108
"SD",2022-12-07,1089
"SD",2022-12-14,923
"SD",2022-12-21,621
"SD",2022-12-28,426
"SD",2023-01-04,508
"SD",2023-01-11,526
"SD",2023-01-18,463
"SD",2023-01-25,576
"SD",2023-02-01,747
"SD",2023-02-08,995
"SD",2023-02-15,984
"SD",2023-02-22,994
"SD",2023-03-01,840
"SD",2023-03-08,641
"SD",2023-03-15,749
"SD",2023-03-22,640
"SD",2023-03-29,489
"SD",2023-04-05,435
"SD",2023-04-12,352
"SD",2023-04-19,341
"SD",2023-04-26,265
"SD",2023-05-03,277
"SD",2023-05-10,217
"TN",2020-01-22,0
"TN",2020-01-29,0
"TN",2020-02-05,0
"TN",2020-02-12,0
"TN",2020-02-19,0
"TN",2020-02-26,0
"TN",2020-03-04,0
"TN",2020-03-11,0
"TN",2020-03-18,29
"TN",2020-03-25,840
"TN",2020-04-01,1756
"TN",2020-04-08,1774
"TN",2020-04-15,1652
"TN",2020-04-22,2097
"TN",2020-04-29,2657
"TN",2020-05-06,3136
"TN",2020-05-13,2646
"TN",2020-05-20,2119
"TN",2020-05-27,2679
"TN",2020-06-03,3489
"TN",2020-06-10,3130
"TN",2020-06-17,4018
"TN",2020-06-24,5301
"TN",2020-07-01,7791
"TN",2020-07-08,10707
"TN",2020-07-15,13091
"TN",2020-07-22,15053
"TN",2020-07-29,15281
"TN",2020-08-05,13376
"TN",2020-08-12,12095
"TN",2020-08-19,11115
"TN",2020-08-26,9834
"TN",2020-09-02,10534
"TN",2020-09-09,8862
"TN",2020-09-16,10246
"TN",2020-09-23,9675
"TN",2020-09-30,9481
"TN",2020-10-07,11515
"TN",2020-10-14,13253
"TN",2020-10-21,14235
"TN",2020-10-28,19041
"TN",2020-11-04,14874
"TN",2020-11-11,23762
"TN",2020-11-18,30896
"TN",2020-11-25,22373
"TN",2020-12-02,35785
"TN",2020-12-09,38183
"TN",2020-12-16,63931
"TN",2020-12-23,54213
"TN",2020-12-30,39811
"TN",2021-01-06,46286
"TN",2021-01-13,38527
"TN",2021-01-20,27870
"TN",2021-01-27,21014
"TN",2021-02-03,17722
"TN",2021-02-10,16120
"TN",2021-02-17,10176
"TN",2021-02-24,9501
"TN",2021-03-03,8476
"TN",2021-03-10,8819
"TN",2021-03-17,8499
"TN",2021-03-24,8907
"TN",2021-03-31,8006
"TN",2021-04-07,7552
"TN",2021-04-14,8164
"TN",2021-04-21,10150
"TN",2021-04-28,7527
"TN",2021-05-05,5914
"TN",2021-05-12,5113
"TN",2021-05-19,4038
"TN",2021-05-26,2985
"TN",2021-06-02,2045
"TN",2021-06-09,1622
"TN",2021-06-16,1546
"TN",2021-06-23,1181
"TN",2021-06-30,1485
"TN",2021-07-07,2186
"TN",2021-07-14,3855
"TN",2021-07-21,6370
"TN",2021-07-28,12283
"TN",2021-08-04,18787
"TN",2021-08-11,26484
"TN",2021-08-18,33333
"TN",2021-08-25,43590
"TN",2021-09-01,50367
"TN",2021-09-08,54562
"TN",2021-09-15,52367
"TN",2021-09-22,32060
"TN",2021-09-29,24429
"TN",2021-10-06,18167
"TN",2021-10-13,13987
"TN",2021-10-20,10370
"TN",2021-10-27,8091
"TN",2021-11-03,6925
"TN",2021-11-10,7813
"TN",2021-11-17,8583
"TN",2021-11-24,9275
"TN",2021-12-01,9439
"TN",2021-12-08,13087
"TN",2021-12-15,12113
"TN",2021-12-22,20450
"TN",2021-12-29,45563
"TN",2022-01-05,82844
"TN",2022-01-12,101053
"TN",2022-01-19,116857
"TN",2022-01-26,112238
"TN",2022-02-02,78816
"TN",2022-02-09,54875
"TN",2022-02-16,27275
"TN",2022-02-23,14834
"TN",2022-03-02,9141
"TN",2022-03-09,4073
"TN",2022-03-16,2328
"TN",2022-03-23,1908
"TN",2022-03-30,1562
"TN",2022-04-06,1751
"TN",2022-04-13,2138
"TN",2022-04-20,2526
"TN",2022-04-27,3261
"TN",2022-05-04,4063
"TN",2022-05-11,5906
"TN",2022-05-18,7644
"TN",2022-05-25,10040
"TN",2022-06-01,10462
"TN",2022-06-08,12893
"TN",2022-06-15,13300
"TN",2022-06-22,14294
"TN",2022-06-29,16656
"TN",2022-07-06,15577
"TN",2022-07-13,20340
"TN",2022-07-20,19596
"TN",2022-07-27,19422
"TN",2022-08-03,18250
"TN",2022-08-10,17929
"TN",2022-08-17,19136
"TN",2022-08-24,30391
"TN",2022-08-31,18417
"TN",2022-09-07,12276
"TN",2022-09-14,10139
"TN",2022-09-21,7622
"TN",2022-09-28,6575
"TN",2022-10-05,5531
"TN",2022-10-12,5560
"TN",2022-10-19,5139
"TN",2022-10-26,6625
"TN",2022-11-02,7092
"TN",2022-11-09,7251
"TN",2022-11-16,5816
"TN",2022-11-23,6158
"TN",2022-11-30,7524
"TN",2022-12-07,9312
"TN",2022-12-14,10081
"TN",2022-12-21,10761
"TN",2022-12-28,9119
"TN",2023-01-04,11843
"TN",2023-01-11,10256
"TN",2023-01-18,7844
"TN",2023-01-25,8967
"TN",2023-02-01,9216
"TN",2023-02-08,9636
"TN",2023-02-15,8379
"TN",2023-02-22,6923
"TN",2023-03-01,5540
"TN",2023-03-08,4458
"TN",2023-03-15,3295
"TN",2023-03-22,3821
"TN",2023-03-29,3601
"TN",2023-04-05,3018
"TN",2023-04-12,2780
"TN",2023-04-19,2365
"TN",2023-04-26,1916
"TN",2023-05-03,1892
"TN",2023-05-10,1919
"TX",2020-01-22,0
"TX",2020-01-29,0
"TX",2020-02-05,0
"TX",2020-02-12,0
"TX",2020-02-19,0
"TX",2020-02-26,0
"TX",2020-03-04,0
"TX",2020-03-11,21
"TX",2020-03-18,156
"TX",2020-03-25,925
"TX",2020-04-01,2421
"TX",2020-04-08,4003
"TX",2020-04-15,4321
"TX",2020-04-22,4237
"TX",2020-04-29,6041
"TX",2020-05-06,6611
"TX",2020-05-13,7609
"TX",2020-05-20,7590
"TX",2020-05-27,5366
"TX",2020-06-03,7845
"TX",2020-06-10,21117
"TX",2020-06-17,18944
"TX",2020-06-24,29179
"TX",2020-07-01,46674
"TX",2020-07-08,50227
"TX",2020-07-15,63779
"TX",2020-07-22,59348
"TX",2020-07-29,55386
"TX",2020-08-05,58536
"TX",2020-08-12,78709
"TX",2020-08-19,59198
"TX",2020-08-26,32903
"TX",2020-09-02,31176
"TX",2020-09-09,23266
"TX",2020-09-16,36350
"TX",2020-09-23,35316
"TX",2020-09-30,27697
"TX",2020-10-07,24971
"TX",2020-10-14,24682
"TX",2020-10-21,34157
"TX",2020-10-28,44225
"TX",2020-11-04,41803
"TX",2020-11-11,57949
"TX",2020-11-18,62126
"TX",2020-11-25,97579
"TX",2020-12-02,92464
"TX",2020-12-09,96907
"TX",2020-12-16,121612
"TX",2020-12-23,133398
"TX",2020-12-30,114742
"TX",2021-01-06,150087
"TX",2021-01-13,153453
"TX",2021-01-20,136650
"TX",2021-01-27,112996
"TX",2021-02-03,101609
"TX",2021-02-10,81329
"TX",2021-02-17,50686
"TX",2021-02-24,34898
"TX",2021-03-03,47658
"TX",2021-03-10,30146
"TX",2021-03-17,24802
"TX",2021-03-24,25910
"TX",2021-03-31,26089
"TX",2021-04-07,22138
"TX",2021-04-14,24277
"TX",2021-04-21,23885
"TX",2021-04-28,22339
"TX",2021-05-05,22080
"TX",2021-05-12,18287
"TX",2021-05-19,15251
"TX",2021-05-26,12237
"TX",2021-06-02,12121
"TX",2021-06-09,10548
"TX",2021-06-16,9785
"TX",2021-06-23,11464
"TX",2021-06-30,14270
"TX",2021-07-07,34687
"TX",2021-07-14,89320
"TX",2021-07-21,30509
"TX",2021-07-28,55081
"TX",2021-08-04,89925
"TX",2021-08-11,88577
"TX",2021-08-18,117078
"TX",2021-08-25,101470
"TX",2021-09-01,120394
"TX",2021-09-08,135437
"TX",2021-09-15,97706
"TX",2021-09-22,71521
"TX",2021-09-29,76429
"TX",2021-10-06,51871
"TX",2021-10-13,42613
"TX",2021-10-20,31225
"TX",2021-10-27,28182
"TX",2021-11-03,23339
"TX",2021-11-10,23795
"TX",2021-11-17,24021
"TX",2021-11-24,22041
"TX",2021-12-01,22468
"TX",2021-12-08,35688
"TX",2021-12-15,31848
"TX",2021-12-22,64289
"TX",2021-12-29,104290
"TX",2022-01-05,428291
"TX",2022-01-12,375686
"TX",2022-01-19,430550
"TX",2022-01-26,348510
"TX",2022-02-02,231629
"TX",2022-02-09,127338
"TX",2022-02-16,74515
"TX",2022-02-23,45216
"TX",2022-03-02,29967
"TX",2022-03-09,26128
"TX",2022-03-16,24790
"TX",2022-03-23,30477
"TX",2022-03-30,24123
"TX",2022-04-06,18825
"TX",2022-04-13,17443
"TX",2022-04-20,15468
"TX",2022-04-27,16577
"TX",2022-05-04,17397
"TX",2022-05-11,20986
"TX",2022-05-18,25573
"TX",2022-05-25,30836
"TX",2022-06-01,37177
"TX",2022-06-08,46845
"TX",2022-06-15,48265
"TX",2022-06-22,53300
"TX",2022-06-29,70316
"TX",2022-07-06,74355
"TX",2022-07-13,83699
"TX",2022-07-20,85210
"TX",2022-07-27,81184
"TX",2022-08-03,79562
"TX",2022-08-10,69388
"TX",2022-08-17,62569
"TX",2022-08-24,54406
"TX",2022-08-31,57259
"TX",2022-09-07,50060
"TX",2022-09-14,37074
"TX",2022-09-21,28393
"TX",2022-09-28,19599
"TX",2022-10-05,15484
"TX",2022-10-12,13472
"TX",2022-10-19,12014
"TX",2022-10-26,10577
"TX",2022-11-02,11572
"TX",2022-11-09,12145
"TX",2022-11-16,13066
"TX",2022-11-23,15925
"TX",2022-11-30,19456
"TX",2022-12-07,29891
"TX",2022-12-14,30255
"TX",2022-12-21,31617
"TX",2022-12-28,32258
"TX",2023-01-04,38463
"TX",2023-01-11,34824
"TX",2023-01-18,25539
"TX",2023-01-25,23472
"TX",2023-02-01,21655
"TX",2023-02-08,19780
"TX",2023-02-15,17535
"TX",2023-02-22,15537
"TX",2023-03-01,20498
"TX",2023-03-08,12049
"TX",2023-03-15,12517
"TX",2023-03-22,18216
"TX",2023-03-29,9719
"TX",2023-04-05,12202
"TX",2023-04-12,8321
"TX",2023-04-19,10244
"TX",2023-04-26,8346
"TX",2023-05-03,6584
"TX",2023-05-10,5620
"UT",2020-01-22,0
"UT",2020-01-29,0
"UT",2020-02-05,0
"UT",2020-02-12,0
"UT",2020-02-19,0
"UT",2020-02-26,0
"UT",2020-03-04,0
"UT",2020-03-11,2
"UT",2020-03-18,50
"UT",2020-03-25,272
"UT",2020-04-01,660
"UT",2020-04-08,830
"UT",2020-04-15,723
"UT",2020-04-22,909
"UT",2020-04-29,1032
"UT",2020-05-06,1092
"UT",2020-05-13,1030
"UT",2020-05-20,1102
"UT",2020-05-27,988
"UT",2020-06-03,1809
"UT",2020-06-10,2375
"UT",2020-06-17,2493
"UT",2020-06-24,3461
"UT",2020-07-01,3970
"UT",2020-07-08,4154
"UT",2020-07-15,4302
"UT",2020-07-22,4415
"UT",2020-07-29,3605
"UT",2020-08-05,3099
"UT",2020-08-12,2741
"UT",2020-08-19,2453
"UT",2020-08-26,2678
"UT",2020-09-02,2682
"UT",2020-09-09,2847
"UT",2020-09-16,4198
"UT",2020-09-23,6224
"UT",2020-09-30,7254
"UT",2020-10-07,7446
"UT",2020-10-14,8574
"UT",2020-10-21,9034
"UT",2020-10-28,11036
"UT",2020-11-04,12884
"UT",2020-11-11,18358
"UT",2020-11-18,22409
"UT",2020-11-25,22011
"UT",2020-12-02,18517
"UT",2020-12-09,20363
"UT",2020-12-16,18370
"UT",2020-12-23,17084
"UT",2020-12-30,14372
"UT",2021-01-06,21015
"UT",2021-01-13,19967
"UT",2021-01-20,13453
"UT",2021-01-27,12287
"UT",2021-02-03,9322
